reportID,other_witnesses
42148,"3 adults,1 8yr old boy"
24938,Only me at the time.
24877,No
24795,"Two other individuals. One was driving, one riding in a car."
22815,One witness and a dog. We were all sitting by the campfire
19448,"3 witnesses: myself, my wife and my daughter. My son did not wake. My wife and I were tossing and turning because our air mattress had developed a leak. I was wide awake when the first whoops sounded. My wife contended it was nothing but coyotes. I disagreed, saying that I had never heard such a sound in the wild."
4887,One for the actual sighting yet the sound/call was repeatedly heard for over 30 minutes by the people decscribed above.
3121,One. I was camping alone. I was preparing to cook my dinner.
6922,4
2431,2 witnesses - my father and myselfwe were hiking
9357,"1 witness, working at desk"
2878,
2877,Driving.
2183,
2794,I was the only one who spotted him.  I was driving and just happened to look in his direction and noticed movement among the Joshua trees.
11407,Only my friend and myself.
12328,Just  Norm and I
1229,No witnesses.  Sorry!
24277,"I was reading a book sometime before and couldn't sleep.  I heard it first.  I then proceeded to wake my husband up, who was sleeping soundly outdoors.  He then sat up and listened with me for at least a half an hour before he fell back asleep. I continued to listen until it stopped, and had it gotten any closer, had planned on grabbing my kids and heading into the cabin, upstairs, and pulling the ladder up with us! I'm betting I would have made my husband come too."
65978,There was a car head of the car I was in that a couple of friends were driving.
23424,"My dad had heard some of the sounds, but he's a deep sleeper so he didn't wake up until about 6:30am. And there was another man, I think he's name was paul or shawn or something like that, but anyways he was with the boy scout troop that was there and he asked me if I had heard anything and we talked about it, and we're trying to come up with some logical reason for the sounds."
18403,Just me and my dogs.
16722,I was the only person awake at the time.
23974,2. There were a couple of other campers further up stream and closer to where the sound came from but we didn't talk to them.
15197,Myself and two young sons. We were enjoying wading and trying to catch catfish in a net. No other people were around.
10980,I was the only one awake I think.  No one else was up walking around or said anything.
25648,"6 witnesses, five were setting up camp during first incident, during the second incident every one was in there own tent in pairs."
4650,Three witnesses all together.  When we first saw the stacked rocks I was with one of my friends.  The other was back at the tent.  My friend heard the banging that was answered when he went to his car and my other friend and I did not hear it inside of the tent.  In the morning we heard it as we were taking down the tent.
16448,2 people; my wife and I. We were both woken up by the sounds at 2 a.m. while in our tent at the Clark Fork campground.
4649,"Yes, my mother."
7299,Wife. My neighbor across the way has heard the same screams.
3071,Just one.
3072,
1963,One.  I was trying to sleep.  My friend did not hear anything.
3672,"Neither of us were intoxicated or on any substances including alcohol, caffeine or tobacco. We were driving from Nevada back to California and had not said a word until the sighting."
615,I was the only person to see this Bigfoot.
5509,yes.  My girlfriend was asleep but awoke toward the end of the incident and heard the third sound.
868,We were cooking at our campfire. Seven of us.
2311,"2, we were walking on the road (because the road was too wet and muddy to drive)."
24574,Four others were so scared and not at all familiar with the high country. I was raised backpacking my whole life
2886,
2333,6 people
1919,
7676,"Yes one, my son."
1090,I was alone.  Just minding my own business!
1301,3 witnesses (kids age 11-12 and 7 or 8 years) walking and playing in forest.
1955,
7097,3
1954,
1953,Sheriff came to the location because the footprints were reported by local residents.
2310,
2309,
24648,None!
7211,"Just the two of us, my friend and myself. My friend has passed away."
348,Only witness and uncle observed the creature. Father and mother became aware of sighting while witness and uncle were searching for it.
9018,There were 3 of us. We are all long time friends. We were all just sitting around talking and cooking out over the camp fire.
5586,"There were two of us, myself and my friend"
1232,Total of three.
13411,There were no other witnesses.
1228,"Only my very young son, but 2 adults and 2 other children were present in the cabin at the time"
15273,none
67551,"My wife, myself and our 4 yr old Cattle dog."
31939,I was the only one its my daily route. No other cars.
3606,
408,My friend Mike French was there hiking with me.
27057,none
24068,"No, just me and my lab."
19804,First occasion....noneSecond occasion...none (but matching testimonies)
23065,No
407,"Four witnesses standing roadside. One individual let out a ""whoop"" prior to our hearing the sounds."
1350,
1352,My wife and I had been driving slowly along the logging roads looking for elk. We happened upon the overlook by accident. I decided to look down into the Lake Fork valley to see if there were any elk or deer there.
1351,
34078,Yes my son
26868,just myself
14814,"1 other witness beside myself.  It was my 18-year old son.  I was driving.  He had been sleeping, but we had just left the ""perimeter"" of the Ophir Creek Campground and were talking about the anti-government theme of the sign that marked the entrance to the campground."
7827,I had two friends with me. We were driving.
6538,"Myself (33), my sister (28).  We had been four wheeling up FR 578, and had been on Bolam Pass about an hour earlier."
12802,There were three of us in one golf cart. Two were sitting in the seats and one was standing up and holding on where the golf clubs might go.  Nobody else was at the sighting.
880,"one, myself. Working a site for rocks."
1354,"I had just picked up my newspaper on Highway 67, Sedalia, Colorado, and was heading to work east on Highway 67."
39520,There were four witnesses total. We were traveling west on I-70
27075,just myself
10505,"4 children 17, 15, 13, and 7 years.  Mother and Father. 2 dogs.  All sitting around campfire at night."
3636,
1251,"Self, girlfriend(both hiking), a White River Forest Ranger(mentioned that she was planning to camp in the area that night)."
1355,
15278,"Not really, my 3 yr old son was playing with some rocks in our set-up"
